pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,distance_km,hour,is_rush_hour,minute_per_km,duration_min,surge_multiplier,price
2026-01-01 00:00:00,28.174908023769472,-25.712635918153328,28.245999662197995,-25.686185543162782,8.443930851649124,0,False,1.4993245486270343,12.660192812786713,1.0,123.27741289964841
2026-01-01 00:05:00,28.290142861281986,-25.71670879037686,28.136902399119744,-25.70407075464658,17.116643414073753,0,False,1.3925902335614246,23.83647044979259,1.0,228.73590095962462
2026-01-01 00:10:00,28.24639878836228,-25.732384608749715,28.169327938873977,-25.653550147513606,12.27289147737432,0,False,1.3052814639178107,16.019577754091575,1.0,168.4194262297999
2026-01-01 00:15:00,28.219731696839407,-25.68927333298985,28.232656127371566,-25.728102154901578,4.555584248723371,0,False,1.3152537963673026,5.9917494778045,1.0,74.50400126598113
2026-01-01 00:20:00,28.13120372808849,-25.702337583949138,28.1964178689049,-25.691214358400106,7.364480849244851,0,False,1.316417603146114,9.694732227978363,1.0,108.7345483468739
2026-01-01 00:25:00,28.13119890406724,-25.6634299007676,28.24771420772698,-25.679978998500978,13.10066080807693,0,False,1.311242884201359,17.1781482629265,1.0,178.56760232548007
2026-01-01 00:30:00,28.11161672243364,-25.746789041951793,28.29224158024457,-25.66744355106546,21.96167449579688,0,False,1.353557879934116,29.72639757033397,1.0,287.3321772670663
2026-01-01 00:35:00,28.273235229154988,-25.685613207244486,28.12330933754304,-25.709302896957198,16.896811864862112,0,False,1.364917765829997,23.062758700237378,1.0,225.62141334369687
2026-01-01 00:40:00,28.220223002348643,-25.67370511214884,28.241913543279612,-25.68130780923425,2.5586183842747845,0,False,1.3222571728201022,3.3831515111167145,1.0,50.18963858702767
2026-01-01 00:45:00,28.24161451555921,-25.674051343081167,28.146068831126424,-25.71967985286157,11.78675311684465,0,False,1.3876262969602773,16.35560858071215,1.0,163.3743320079321
2026-01-01 00:50:00,28.10411689885916,-25.661392603290444,28.182895345481516,-25.70645239076382,10.10282088700176,0,False,1.373070164336851,13.871881935581278,1.0,142.6157234990425
2026-01-01 00:55:00,28.293981970432398,-25.67709662571705,28.10657254515903,-25.66043728687966,20.944681612463885,0,False,1.4272647991640597,29.89360679516844,1.0,276.2957438527543
2026-01-01 01:00:00,28.266488528160085,-25.65721899383523,28.127181476458542,-25.655009239066903,15.509611877156711,1,False,1.3391729119003628,20.770052099976404,1.0,208.2987775387026
2026-01-01 01:05:00,28.142467822135657,-25.71673434001791,28.16395545780978,-25.678118265307273,4.919436876136373,1,False,1.482797098043468,7.294526723943037,1.0,79.67887968904884
2026-01-01 01:10:00,28.136364993441422,-25.699679058324843,28.168397161057598,-25.71256481092238,3.8435273480942924,1,False,1.4031981557615527,5.3932304864650025,1.0,66.13270826685572
2026-01-01 01:15:00,28.13668090197069,-25.74859203367171,28.27991704329242,-25.667994221002534,18.296009966277794,1,False,1.4247466078965636,26.067178137496008,1.0,243.71656995280216
2026-01-01 01:20:00,28.16084844859191,-25.74930424126967,28.248362581853304,-25.747413291827456,9.744347229305363,1,False,1.3079040676800846,12.744671378095648,1.0,137.6580237626451
2026-01-01 01:25:00,28.204951286326448,-25.725987337954848,28.29443659363741,-25.739725408946057,10.078213932993018,1,False,1.4118177397734704,14.2286012158317,1.0,142.66609435717172
2026-01-01 01:30:00,28.186389003728426,-25.73991928028609,28.21981430206705,-25.683862626362462,7.26536699690295,1,False,1.37362004090233,9.979853711456268,1.0,107.90090530624309
2026-01-01 01:35:00,28.15824582803961,-25.723978863206423,28.148342746418265,-25.720875142472995,1.155285524569079,1,False,1.4848344097630657,1.7154076999813421,1.0,33.25200770024307
2026-01-01 01:40:00,28.222370578944478,-25.73229567054716,28.16553100598433,-25.65486137815995,10.692983794154724,1,False,1.4771286631095712,15.794912856512079,1.0,150.83824330656284
2026-01-01 01:45:00,28.12789877213041,-25.747147997516134,28.163967184658393,-25.706393938790768,6.058328223752494,1,False,1.4275297400043434,8.648443714114373,1.0,93.42520980398038
2026-01-01 01:50:00,28.158428929707046,-25.659069585359394,28.16529886553265,-25.707063517961082,5.397141675971201,1,False,1.4535702701611484,7.845124684039452,1.0,85.42917065131871
2026-01-01 01:55:00,28.17327236865874,-25.74917768686111,28.234592834622365,-25.682192048980905,10.109471254225939,1,False,1.4289186314231885,14.445611829000594,1.0,143.20523444258586
2026-01-01 02:00:00,28.19121399684341,-25.67639178556629,28.206161585618084,-25.67324314376938,1.7004812494216912,2,False,1.3033936223214875,2.2163964153735067,1.0,39.700050517474764
2026-01-01 02:05:00,28.257035192278604,-25.734785211308047,28.17708483561733,-25.702444126187487,9.600667740356476,2,False,1.4406253089346335,13.830964929429818,1.0,137.05521358040806
2026-01-01 02:10:00,28.139934756431675,-25.65877703780004,28.129817953745743,-25.728599909828826,7.853847417908583,2,False,1.335418152768739,10.48817041095101,1.0,114.83167496685033
2026-01-01 02:15:00,28.202846887682725,-25.660720406041012,28.10442783258843,-25.672669135727435,11.036457338338371,2,False,1.436514190994044,15.854027584823426,1.0,154.66965554806316
2026-01-01 02:20:00,28.21848291377241,-25.684609885363074,28.14376693551754,-25.71796487251264,9.108556254079527,2,False,1.3021013568460342,11.860263457345383,1.0,129.86835590648565
2026-01-01 02:25:00,28.109290082544,-25.682776585019937,28.121494280793737,-25.732488923070616,5.698299989397483,2,False,1.3621813616784817,7.762118038809941,1.0,88.66720611830125
2026-01-01 02:30:00,28.221508970380288,-25.749466085803032,28.25708900617045,-25.686835981007498,8.018494020572108,2,False,1.4033855958148365,11.253039008598291,1.0,117.33116933403164
2026-01-01 02:35:00,28.13410482473746,-25.651512843388637,28.12249959156278,-25.740954633300966,10.040123054934663,2,False,1.3666341200721557,13.721174736596796,1.0,141.7904108672184
2026-01-01 02:40:00,28.11301031859706,-25.662216739642417,28.244845647461368,-25.652864732491395,14.71278752029533,2,False,1.438797450406013,21.16872117256633,1.0,199.89251177855834
2026-01-01 02:45:00,28.289777107450668,-25.66048937742699,28.177131737955218,-25.686760273558786,12.876187277465029,2,False,1.4045419077500891,18.08514464323816,1.0,176.91469023102968
2026-01-01 02:50:00,28.293126406614913,-25.684075546294913,28.114675677948757,-25.65141044790782,20.19520032847814,2,False,1.491933476192337,30.12989542846702,1.0,268.26410949887986
2026-01-01 03:00:00,28.160922753834676,-25.66063513509095,28.215926114047324,-25.65287948388096,6.183542694003221,3,False,1.3715624847021808,8.481115181649075,1.0,94.65197329751959
2026-01-01 03:05:00,28.119534422801276,-25.72084830718488,28.147152302572717,-25.735443775227136,3.4773470324482,3,False,1.4443718663101568,5.022582223065292,1.0,61.77114135768896
2026-01-01 03:10:00,28.236846605302432,-25.693728845665778,28.278936234866535,-25.745930522765295,7.46471116672457,3,False,1.4671683328843985,10.95198783794684,1.0,110.96861188812242
2026-01-01 03:15:00,28.18803049874792,-25.74002690276561,28.10905166277411,-25.74670159395454,8.823265639591495,3,False,1.3507235574218952,11.917792752787399,1.0,126.78193551301511
2026-01-01 03:20:00,28.124407646968958,-25.657804436986723,28.140363921639555,-25.703512962940078,5.389396641906326,3,False,1.450826295158984,7.819078363119225,1.0,85.32053358777688
2026-01-01 03:25:00,28.199035382022256,-25.73592295422288,28.250409385561174,-25.741699580252142,5.754993845279899,3,False,1.378662799996599,7.93419592869678,1.0,89.44570863390598
2026-01-01 03:30:00,28.106877704223045,-25.72751031942696,28.24187558606198,-25.69878321158324,15.364448676027221,3,False,1.3257454303266494,20.369347621731425,1.0,206.3413482958577
2026-01-01 03:35:00,28.281864080415758,-25.69418658418718,28.157854338744897,-25.71724994964911,14.041479094581499,3,False,1.3007294154865028,18.26416489526094,1.0,189.89401844613133
2026-01-01 03:40:00,28.151755996320006,-25.6735906999787,28.112404975070557,-25.71643710075259,6.476027899580584,3,False,1.448751510527425,9.382155201735117,1.0,98.68024657694802
2026-01-01 03:45:00,28.232504456870796,-25.688064869406368,28.27161561444499,-25.68643910034548,4.357613930552063,3,False,1.3372488157756877,5.827214068238385,1.0,72.17824589748724
2026-01-01 03:55:00,28.204013604235563,-25.749905695747252,28.139142682985653,-25.673344662966027,11.170798742973934,3,False,1.3102387268420652,14.636413122803111,1.0,155.05155798323605
2026-01-01 04:00:00,28.209342055868657,-25.674284941969255,28.203212364472197,-25.691796908022134,2.065404747742035,4,False,1.3994418175079282,2.8904137740696174,1.0,44.32082462182504
2026-01-01 04:05:00,28.136970891105108,-25.651479267408888,28.28204543985649,-25.658505537115246,16.16862861610524,4,False,1.3693396069258832,22.14034355370814,1.0,216.78122397549498
2026-01-01 04:10:00,28.293916925552914,-25.66900868796939,28.108709315568678,-25.713515934623246,21.20426965880702,4,False,1.4383613408953433,30.499401739148112,1.0,279.6964278121105
2026-01-01 04:15:00,28.255026564672225,-25.70397933818434,28.25316081760618,-25.651728500793286,5.820270171661888,4,False,1.321472859078175,7.6913290643534555,1.0,89.94516804619887
2026-01-01 04:20:00,28.28789978831284,-25.65962327386009,28.21449464558774,-25.6924172353286,8.94985030995282,4,False,1.3265306339260394,11.872250605204876,1.0,128.13337895416544
2026-01-01 04:25:00,28.27896547008553,-25.709015232688163,28.185089823310363,-25.652659804381244,12.18868669832383,4,False,1.3808215416601202,16.83040115759171,1.0,168.22291472339467
2026-01-01 04:30:00,28.219579995762217,-25.697506591575653,28.248816088821012,-25.747293934595287,6.427251502599635,4,False,1.4040816343137839,9.024385793915819,1.0,97.82171374312023
2026-01-01 04:35:00,28.284374847004624,-25.702287023260432,28.293164884888327,-25.67720236775876,2.958902996598079,4,False,1.4648387837443244,4.334315866754166,1.0,55.44881724265762
2026-01-01 04:40:00,28.117698500410384,-25.70523761273345,28.14584124223254,-25.668337847570726,5.166023566672007,4,False,1.417125038186988,7.320901344194948,1.0,82.41507044316754
2026-01-01 04:45:00,28.13919657248383,-25.67248092307061,28.128729473014424,-25.744682671332352,8.1215189006949,4,False,1.4805194890291964,12.024067012997774,1.0,119.1583682193419
2026-01-01 04:50:00,28.10904545778211,-25.69732310927305,28.28257634904454,-25.692103033598375,19.326197011452926,4,False,1.3435535672276717,25.965780935682346,1.0,254.9573699680963
2026-01-01 04:55:00,28.165066066152654,-25.71832828779748,28.23379061549146,-25.669805770641055,9.365114384051044,4,False,1.4192439031996769,13.291381492332041,1.0,133.97850156766032
2026-01-01 05:00:00,28.177735457937896,-25.72418418323415,28.187597204312393,-25.693896127477693,3.545887762041282,5,False,1.4310476819585196,5.074334462354259,1.0,62.57166639857294
2026-01-01 05:05:00,28.15426980635478,-25.746225268303256,28.214651914052858,-25.743618640959454,6.727996463942776,5,False,1.445161010343064,9.723038167416105,1.0,101.75869545404503
2026-01-01 05:10:00,28.265747501830386,-25.691680483811695,28.24912278103525,-25.68065527591017,2.2206499957288837,5,False,1.4977301396457325,3.3259344282073164,1.0,46.4204909384043
2026-01-01 05:15:00,28.171350665338718,-25.727003858459895,28.254606379741144,-25.743940308532668,9.457849217708553,5,False,1.3936067644824188,13.180522647253392,1.0,134.89881177732212
2026-01-01 05:20:00,28.156186901937478,-25.73518660779836,28.283978836163794,-25.668253110498355,16.058993843668794,5,False,1.373863915972579,22.062872168642347,1.0,215.50551723213485
2026-01-01 05:25:00,28.20853921663165,-25.68461700361723,28.185368557779125,-25.745696581669332,7.272182348236358,5,False,1.4704413350307657,10.693317520727838,1.0,108.61799159925499
2026-01-01 05:30:00,28.128184844994955,-25.681879074217843,28.15868218200388,-25.736260261898963,6.940693659214119,5,False,1.3353581810170632,9.268312059764831,1.0,103.68911110514367
2026-01-01 05:35:00,28.260439396150808,-25.67478451077423,28.22793285335797,-25.722489240947674,6.426179355460849,5,False,1.3074056194559547,8.401623000961358,1.0,97.24943361093456
2026-01-01 05:40:00,28.114910128735957,-25.69964231036614,28.183145579855907,-25.68666352077392,7.732154314271958,5,False,1.3887178107062668,10.73778041135877,1.0,113.71769982721443
2026-01-01 05:45:00,28.297377387320104,-25.66059453947961,28.218919690789797,-25.65236409003687,8.781836077561728,5,False,1.3494411709073204,11.850571159221047,1.0,126.26571089647794
2026-01-01 05:50:00,28.25444895385933,-25.656365724660176,28.18399715969119,-25.738217714738006,12.02214954234713,5,False,1.3793050802510183,16.58221193929685,1.0,166.1676357111856
2026-01-01 05:55:00,28.139743136306837,-25.66926290602075,28.130599157335638,-25.735729233078608,7.468721692418122,5,False,1.4972166622892642,11.182294563889686,1.0,111.22000372410005
2026-01-01 06:00:00,28.101104423424722,-25.68644065179918,28.193885350331794,-25.7131129603299,10.74668338068482,6,False,1.3696976460438506,14.719706929302568,1.0,150.4612534239053
2026-01-01 06:05:00,28.263092285690966,-25.71962790464088,28.23818356438821,-25.666378086224466,6.544240976257283,6,False,1.441593141678676,9.434132908865063,1.0,99.47737035680868
2026-01-01 06:10:00,28.241371468769525,-25.651705507837978,28.25985676153353,-25.70327690472492,6.098583703002718,6,False,1.350080401950093,8.233578337076196,1.0,93.49464123639848
2026-01-01 06:15:00,28.245801433608197,-25.722586383280806,28.19866525535931,-25.717838939974417,5.273746102895977,6,False,1.360684588753235,7.175905047207989,1.0,83.46952167434293
2026-01-01 06:20:00,28.25425406933719,-25.729734307800957,28.13304757804208,-25.693879616779114,14.07067732019183,6,False,1.3486310386920515,18.976152169431,1.0,190.85598747459804
2026-01-01 06:25:00,28.11480893034682,-25.70578458862134,28.18293754192989,-25.723947680255424,7.848972308281195,6,False,1.4144321740451502,11.10183896602235,1.0,115.33035046051326
2026-01-01 06:30:00,28.171693145708854,-25.74431594292876,28.25725878576834,-25.709884009275246,10.267444258432002,6,False,1.3452217172392869,13.811988996986555,1.0,144.37267694003992
2026-01-01 06:35:00,28.123173811905026,-25.65215055353282,28.182571854123417,-25.716739485076797,9.76819996555758,6,False,1.443672820532353,14.102084795800545,1.0,139.14207593735387
2026-01-01 06:40:00,28.27262068517512,-25.691156644358358,28.239306158720847,-25.669585897758534,4.418092615308196,6,False,1.4360548397071529,6.344623282487768,1.0,73.30917972262915
2026-01-01 06:45:00,28.22465962536551,-25.69430479083358,28.20144273633562,-25.6575744273562,4.837162762114449,6,False,1.3842539351978806,6.695861588649576,1.0,78.23506581304356
2026-01-01 06:50:00,28.16617960497053,-25.684420372010027,28.14824462502188,-25.67404278078431,2.3066565206731107,6,False,1.3051154042075612,3.0104529573462937,1.0,47.08262938901588
2026-01-01 06:55:00,28.112711670057205,-25.700297635222277,28.259230101604615,-25.706091642397002,16.32317971938807,6,False,1.3045302264452736,21.294081335640215,1.0,217.71965011534493
2026-01-01 07:00:00,28.162196464343133,-25.746793648290545,28.11684269081414,-25.699566502250335,7.289010630537354,7,True,2.2167615036771258,16.15799816566854,1.4,159.2098413990176
2026-01-01 07:05:00,28.16503666440535,-25.68876887111596,28.20497805655103,-25.737492630607058,7.0134423102146,7,True,2.165958522228999,15.190825141970752,1.4,153.747451256188
2026-01-01 07:10:00,28.245921235667613,-25.678382612304357,28.14177820684868,-25.675313528886544,11.598235074628324,7,True,2.257223964974423,26.179814161857966,1.4,238.1993859932172
2026-01-01 07:15:00,28.227511494271045,-25.708325093937596,28.113413125708277,-25.690352432060493,12.858040336920773,7,True,2.060229500310709,26.490514018309224,1.4,257.99186885164954
2026-01-01 07:20:00,28.277442548515268,-25.67427044279288,28.20058678741665,-25.659756000386256,8.706816109368424,7,True,2.0493152654704634,17.843011166572857,1.4,183.1671621541555
2026-01-01 07:30:00,28.12391884918766,-25.72787234089338,28.241380180335145,-25.67402738780674,14.384182381924258,7,True,1.9126755398165278,27.51227380216637,1.4,282.7818736723632
2026-01-01 07:35:00,28.2426489574446,-25.733858301231244,28.248950138610383,-25.68153283382808,5.866954159447549,7,True,2.085090150667863,12.233128332283936,1.4,132.36483575417
2026-01-01 07:40:00,28.25215700972338,-25.712800524021084,28.24555829773858,-25.723415446619025,1.3913645464386994,7,True,2.189628308131643,3.0465711978129204,1.4,51.86569372440025
2026-01-01 07:45:00,28.2122554395139,-25.66529879646109,28.181911746583353,-25.683262136045915,3.9253857692396097,7,True,2.0204714870504863,7.931130022422371,1.4,97.04416467454216
2026-01-01 07:50:00,28.254193435990913,-25.667208793785093,28.226337957445313,-25.657562661942332,3.2815345023269242,7,True,2.0850906054695364,6.84229676232602,1.4,85.7569252563654
2026-01-01 07:55:00,28.19875911927288,-25.71171757920365,28.21538904852879,-25.65815640123329,6.243210615412679,7,True,1.987759107394111,12.409998760166147,1.4,138.3820419151646
2026-01-01 08:00:00,28.2045465658764,-25.691088126401976,28.184312351223387,-25.678037342548386,2.6803544480548624,8,True,2.2091151223485843,5.92121154445229,1.4,75.33818504605476
2026-01-01 08:05:00,28.18550820367171,-25.677918368352508,28.2194425388372,-25.745192688746595,8.387777908243725,8,True,1.9242046245364588,16.139801040627322,1.4,176.10792909814379
2026-01-01 08:10:00,28.10508382534882,-25.725879322537196,28.289449575341255,-25.662773566267983,21.692571176960403,8,True,2.182153222000199,47.336514087272796,1.4,420.3096038751539
2026-01-01 08:15:00,28.121578285398662,-25.733185891410525,28.138578748736276,-25.684222139299546,5.769840035731155,8,True,2.0515760046979934,11.83726536825185,1.4,130.37049091425712
2026-01-01 08:20:00,28.10628583713735,-25.652790400678768,28.281154419157104,-25.718956574681727,20.813263034598197,8,True,1.9166384277548483,39.89149973908039,1.4,397.3875404040535
2026-01-01 08:25:00,28.227282082252756,-25.688244268679036,28.11069110279664,-25.73127496382943,13.834660967235092,8,True,2.241387834916714,31.008840792157834,1.4,278.7249182935393
2026-01-01 08:30:00,28.162871196215267,-25.65185842781663,28.161677842580332,-25.738379613700268,9.632454503122554,8,True,2.095088745272466,20.18084701884115,1.4,200.36766659182717
2026-01-01 08:35:00,28.20171413823294,-25.716224401286777,28.157629049722306,-25.744976310074225,5.859036397192808,8,True,2.1397275878464517,12.536741817269933,1.4,132.62545520652935
2026-01-01 08:40:00,28.28151329478522,-25.679696830002587,28.225273021576182,-25.674589675204924,6.286428126001635,8,True,2.1928122766097826,13.784956770721415,1.4,140.78003867153413
2026-01-01 08:45:00,28.149858445829775,-25.727739636345877,28.12624499035546,-25.726415700105672,2.6327782170900917,8,True,2.162029773200475,5.692144891582442,1.4,74.31688710658128
2026-01-01 08:50:00,28.182076584607128,-25.723879982872607,28.27646952236795,-25.747574706395675,10.83382495317748,8,True,2.1923427483258444,23.751457572730228,1.4,223.36774082057326
2026-01-01 08:55:00,28.25111022770861,-25.69880978787304,28.26571028169301,-25.7102729348158,2.0663742254014945,8,True,2.204912673831143,4.556174718465766,1.4,64.16294321644988
2026-01-01 09:00:00,28.145759633098326,-25.718038187449192,28.230413163937058,-25.701739291940765,9.596710079765923,9,False,1.388556643636924,13.325575538316409,1.0,136.55682886190993
2026-01-01 09:05:00,28.11539598196576,-25.733237843615942,28.19168276635844,-25.733076976909988,8.492263719625818,9,False,1.4156413282643259,12.021999492022038,1.0,123.23470045870384
2026-01-01 09:10:00,28.157950290582754,-25.723711929801066,28.286591208428415,-25.745595166383744,14.526028086407992,9,False,1.3937543156971441,20.245714335369065,1.0,197.0074518523201
2026-01-01 09:15:00,28.132244257450804,-25.746425160553414,28.26614931094411,-25.731087451690193,15.003775784053513,9,False,1.3283763152030634,19.93066039015396,1.0,201.9791279757272
2026-01-01 09:20:00,28.285939530468514,-25.679557637852252,28.19986302961625,-25.682089723816343,9.586181046547816,9,False,1.4482368850505805,13.883060978383323,1.0,136.94274639257097
2026-01-01 09:25:00,28.261624075912884,-25.700788334291413,28.240374670890862,-25.74177563227488,5.139435727756549,9,False,1.4066076326929344,7.229169522397128,1.0,82.04004557547945
2026-01-01 09:30:00,28.226680751302087,-25.740575693359546,28.21338599043594,-25.6944962969443,5.338790958559219,9,False,1.3798645752116312,7.366808518176014,1.0,84.35682821050983
2026-01-01 09:35:00,28.274292118037543,-25.73283060068715,28.217588447677652,-25.735358801209184,6.318523621826271,9,False,1.4119277004084012,8.92129852734133,1.0,96.53292851469618
2026-01-01 09:40:00,28.260734415379822,-25.739746546188737,28.166195213887494,-25.730431082641957,10.575071003210336,9,False,1.348245390890667,14.257790738419878,1.0,148.1577926998916
2026-01-01 09:45:00,28.137314011777207,-25.68874071917241,28.19241692092498,-25.71069221167333,6.602879544951661,9,False,1.3855915430940864,9.148894057553951,1.0,99.86567964626683
2026-01-01 09:50:00,28.278511799697995,-25.74057896363875,28.11562428615795,-25.739917466394626,18.132787530861048,9,False,1.4244890402007457,25.829957106000304,1.0,241.7076242348718
2026-01-01 09:55:00,28.20786844838313,-25.674571766696477,28.17146973833292,-25.732679649721778,7.632844893102209,9,False,1.3452387147334464,10.267998453756565,1.0,112.20249243250521
2026-01-01 10:00:00,28.261488031032812,-25.74794890806796,28.23916570307243,-25.715104758854864,4.420713937256814,10,False,1.449799016932913,6.4091467203765555,1.0,73.39608535816384
2026-01-01 10:05:00,28.2792182599847,-25.72506242120041,28.290643206101237,-25.717033099450163,1.5544968162507502,10,False,1.4042021823713173,2.182827821868568,1.0,38.06401001843996
2026-01-01 10:10:00,28.163600694994376,-25.660933332410806,28.292612822552606,-25.675072851432425,14.447627100609576,10,False,1.4723413420837033,21.271838675236385,1.0,197.0685529144181
2026-01-01 10:15:00,28.122010384905536,-25.678146868187774,28.211144573824978,-25.742521769487357,12.23964870681492,10,False,1.469447315539284,17.985518935373054,1.0,169.82310281679986
